ID, Label, Wikipedia
Q4723037,"Alfred L. Wilson","Alfred L. Wilson"
Q4723477,"Alfred Stepan","Alfred Stepan"
Q4723854,"Alfredo Rodríguez","Alfredo Rodríguez (pianist born 1985)"
Q4724164,"Algernon Methuen","Algernon Methuen"
Q4724255,"Algis Uždavinys","Algis Uždavinys"
Q4724653,"Ali Ansari","Ali Ansari"
Q4725317,"Ali ibn Isa al-Jarrah","Ali ibn Isa al-Jarrah"
Q4725711,"Alice Albinia","Alice Albinia"
Q4725976,"Alice Lowe","Alice Lowe"
Q4726015,"Alice Mossie Brues","Alice Mossie Brues"
Q4726110,"Alice Stopford Green","Alice Stopford Green"
Q4726680,"Alimuddin","Alimuddin (cricketer)"
Q4726723,"Alina Mungiu-Pippidi","Alina Mungiu-Pippidi"
Q4727070,"Alison Fell","Alison Fell"
Q4727108,"Alison Jolly","Alison Jolly"
Q4727139,"Alison McGhee","Alison McGhee"
Q4727266,"Alistair Campbell","Alistair Campbell (academic)"
Q4727326,"Alistair Urquhart","Alistair Urquhart"
Q4727526,"Alix Strachey","Alix Strachey"
Q4728519,"Jantina Tammes","Jantina Tammes"
Q4730272,"Alladi Ramakrishnan","Alladi Ramakrishnan"
Q4730510,"Allan Campbell","Allan Campbell (biologist)"
Q4730788,"Allan Lichtman","Allan Lichtman"
Q4730957,"Allan Savory","Allan Savory"
Q4731015,"Allan Vougt","Allan Vougt"
Q4731536,"Allen Bergin","Allen Bergin"
Q4731646,"Allen Fisher","Allen Fisher"
Q4731925,"Allen Tupper True","Allen Tupper True"
Q4734256,"Alois Vocásek","Alois Vocásek"
Q4734275,"Alojz Geržinič","Alojz Geržinič"
Q4734281,"Alojz Ipavec","Alojz Ipavec"
Q4734350,"Alon Tal","Alon Tal"
Q4735374,"Alphonse Kann","Alphonse Kann"
Q4735415,"Alphonso McAuley","Alphonso McAuley"
Q4736881,"Alton E. Bailey","Alton E. Bailey"
Q4737554,"Alured Clarke","Alured Clarke (priest)"
Q4738030,"Alvin A. Lee","Alvin A. Lee"
Q4738694,"Alypius of Constantinople","Alypius of Constantinople"
Q4738718,"Alyse Gregory","Alyse Gregory"
Q4739388,"Amalia Amaki","Amalia Amaki"
Q4739394,"Amalia Catharina","Countess Amalia Katharina of Waldeck-Eisenberg"
Q4739403,"Amalia Mendoza","Amalia Mendoza"
Q4739623,"Amanda Foreman","Amanda Foreman (historian)"
Q4739644,"Amanda Harlech","Amanda Harlech"
Q4739748,"Amanda Ross-Ho","Amanda Ross-Ho"
Q4741298,"Amber Reeves","Amber Reeves"
Q4741371,"Ambersunshower","Ambersunshower"
Q4741818,"Ambrose Lisle March Phillipps De Lisle","Ambrose Lisle March Phillipps De Lisle"
Q4742121,"Ameer Ali","Ameer Ali (academic)"
Q4743711,"Yi Gang","Yi Gang"
Q4746088,"Ami Maayani","Ami Maayani"
Q4746532,"Amir Caldeira","Amir Caldeira"
Q4746923,"Amitava Chattopadhyay","Amitava Chattopadhyay"
Q4749130,"Amy Catanzano","Amy Catanzano"
Q4749432,"Amy Waldman","Amy Waldman"
Q4749450,"Amy Wilson","Amy Wilson (artist)"
Q4749647,"Américo Hoss","Américo Hoss"
Q4752236,"Anatoly Zhigljavsky","Anatoly Zhigljavsky"
Q4753880,"Anders Nilsson","Anders Nilsson (composer)"
Q4753951,"Anders Winroth","Anders Winroth"
Q4754967,"Andrea Berloff","Andrea Berloff"
Q4754971,"Andrea Bertozzi","Andrea Bertozzi"
Q4754986,"Andrea Brand","Andrea Brand"
Q4755132,"Andrea Jeftanovic","Andrea Jeftanovic"
Q4755151,"Andrea Lehmann","Andrea Lehmann"
Q4755193,"Andrea Modica","Andrea Modica"
Q4755214,"Andrea O'Reilly","Andrea O'Reilly"
Q4755263,"Andrea Salvadori","Andrea Salvadori"
Q4755326,"Andrea Wulf","Andrea Wulf"
Q4755376,"Andreas Benedict Feilmoser","Andreas Benedict Feilmoser"
Q4755382,"Andreas Bischoff-Ehinger","Andreas Bischoff-Ehinger"
Q4755971,"Andrei Strâmbeanu","Andrei Strâmbeanu"
Q4756042,"Andrej Gosar","Andrej Gosar"
Q4756169,"Andrew Abbott","Andrew Abbott"
Q4756361,"Andrew Biswell","Andrew Biswell"
Q4756554,"Andrew Carnwath","Andrew Carnwath"
Q4756707,"Andrew Crichton","Andrew Crichton"
Q4756712,"Andrew Crockett","Andrew Crockett (banker)"
Q4756763,"Andrew Davenport","Andrew Davenport"
Q4756812,"Andrew Dilnot","Andrew Dilnot"
Q4756917,"Andrew F. Cooper","Andrew F. Cooper"
Q4757131,"Andrew Gordon","Andrew Gordon (historian)"
Q4757273,"Andrew Heermans","Andrew Heermans"
Q4757771,"Andrew Lippa","Andrew Lippa"
Q4757858,"Andrew Macphail","Andrew Macphail"
Q4757871,"Andrew Mangham","Andrew Mangham"
Q4758020,"Andrew Millar","Andrew Millar"
Q4758145,"Andrew O'Hagan","Andrew O'Hagan"
Q4758336,"Andrew Pyper","Andrew Pyper"
Q4758608,"Andrew Snape","Andrew Snape"
Q4759638,"Andrzej Kościelecki","Andrzej Kościelecki"
Q4759639,"Andrzej Koźmiński","Andrzej Koźmiński"
Q4759645,"Andrzej Krzysztof Wróblewski","Andrzej Krzysztof Wróblewski"
Q4759648,"Andrzej Kunert","Andrzej Kunert"
Q4759700,"Andrzej Sakson","Andrzej Sakson"
Q4759732,"Andrzej Wojdowski","Andrzej Wojdowski"
Q4759747,"Andrzej Zoll","Andrzej Zoll"
Q4760110,"André du Pisani","André du Pisani"
Q4760139,"Andrés Allamand","Andrés Allamand"
Q4760523,"Andy Clark","Andy Clark"
Q4761891,"Ang Ui-jin","Ang Ui-jin"
Q4762120,"Angel De Cora","Angel De Cora"
Q4762467,"Angela Jackson","Angela Jackson"
Q4762513,"Angela Meder","Angela Meder"
Q4762745,"Angelina Muñiz-Huberman","Angelina Muñiz-Huberman"
Q4762855,"Angelo Codevilla","Angelo Codevilla"
Q4763187,"Angie Bonino","Angie Bonino"
Q4764228,"Angus Reach","Angus Reach"
Q4764310,"Angèle Rawiri","Angèle Rawiri"
Q4765627,"Anita Roberts","Anita Roberts"
Q4766030,"Anker Engelund","Anker Engelund"
Q4766369,"Ann Downer","Ann Downer"
Q4766375,"Ann Dunnigan","Ann Dunnigan"
Q4766415,"Ann Goldstein","Ann Goldstein (curator)"
Q4766457,"Ann Hodgman","Ann Hodgman"
Q4766585,"Ann Mounsey","Ann Mounsey"
Q4766661,"Ann Rutledge","Ann Rutledge"
Q4766889,"Anna Burns","Anna Burns"
Q4767011,"Anna Francisca de Bruyns","Anna Francisca de Bruyns"
Q4767020,"Anna G. Jónasdóttir","Anna G. Jónasdóttir"
Q4767039,"Anna Goldsworthy","Anna Goldsworthy"
Q4767074,"Anna Heilman","Anna Heilman"
Q4767085,"Anna Homler","Anna Homler"
Q4767149,"Anna Katharina Block","Anna Katharina Block"
Q4767211,"Anna Larsson","Anna Larsson (singer)"
Q4767554,"Anna Townsend","Anna Townsend"
Q4767811,"Annalee Davis","Annalee Davis"
Q4768237,"Anne Collier","Anne Collier"
Q4768304,"Anne Edwards","Anne Edwards"
Q4768321,"Anne Fadiman","Anne Fadiman"
Q4768327,"Anne Firor Scott","Anne Firor Scott"
Q4768361,"Anne Friedberg","Anne Friedberg"
Q4768402,"Anne Grete Hollup","Anne Grete Hollup"
Q4768439,"Anne Henderson","Anne Henderson"
Q4768449,"Anne Hollingsworth Wharton","Anne Hollingsworth Wharton"
Q4768522,"Anne La Berge","Anne La Berge"
Q4768546,"Anne Locke","Anne Locke"
Q4769281,"Annie Finch","Annie Finch"
Q4769460,"Annie York","Annie York"
Q4771104,"Ante Šercer","Ante Šercer"
Q4771293,"Antenor Orrego","Antenor Orrego"
Q4771975,"Anthony Addington","Anthony Addington"
Q4772039,"Anthony Atala","Anthony Atala"
Q4772148,"Anthony Brand, 6th Viscount Hampden","Anthony Brand, 6th Viscount Hampden"
Q4772231,"Anthony Cave Brown","Anthony Cave Brown"
Q4772243,"Anthony Champney","Anthony Champney"
Q4772625,"Anthony Greville-Bell","Anthony Greville-Bell"
Q4772653,"Anthony Halstead","Anthony Halstead"
Q4772882,"Anthony King","Anthony King (political scientist)"
Q4772922,"Anthony Lawrence","Anthony Lawrence (journalist)"
Q4773067,"Anthony McGill","Anthony McGill"
Q4773389,"Anthony Rudd","Anthony Rudd"
Q4773542,"Anthony Summers","Anthony Summers"
Q4773585,"Anthony Thwaite","Anthony Thwaite"
Q4773737,"Anthony Wotton","Anthony Wotton"
Q4775462,"Antoine Derizet","Antoine Derizet"
Q4775487,"Antoine Henri Grouvelle","Antoine Henri Grouvelle"
Q4775554,"Antoine Verglas","Antoine Verglas"
Q4775699,"Anton Cabaleiro","Antón Cabaleiro"
Q4775764,"Anton Füster","Anton Füster"
Q4775996,"Anton Seuffert","Anton Seuffert"
Q4776008,"Anton Sistermans","Anton Sistermans"
Q4776072,"Anton Zilzer","Anton Zilzer"
Q4776149,"Antoni Bohdziewicz","Antoni Bohdziewicz"
Q4776175,"Antoni Kukliński","Antoni Kukliński"
Q4776190,"Antoni Pitxot","Antoni Pitxot"
Q4776215,"Antoni Vila Arrufat","Antoni Vila Arrufat"
Q4776234,"Antonia Eiriz","Antonia Eiriz"
Q4776444,"Antonio Beccadelli","Antonio Beccadelli (painter)"
Q4776486,"Antonio Caimi","Antonio Caimi"
Q4776548,"George Hogarth","George Hogarth"
Q4776552,"Antonio Cua","Antonio Cua"
Q4776807,"Antonio Missiroli","Antonio Missiroli"
Q4777211,"Antony Hickey","Antony Hickey"
Q4777235,"Antony MacDonnell, 1st Baron MacDonnell","Antony MacDonnell, 1st Baron MacDonnell"
Q4777320,"Antranig Chalabian","Antranig Chalabian"
Q4777628,"António de Gama Pereira","António de Gama Pereira"
Q4777746,"Anugrah Narayan Sinha","Anugrah Narayan Sinha"
Q4777963,"Anuška Ferligoj","Anuška Ferligoj"
Q4778533,"Ančka Gošnik Godec","Ančka Gošnik Godec"
Q4780405,"Apollonius paradoxographus","Apollonius Paradoxographus"
Q4782013,"April FitzLyon","April FitzLyon"
Q4785876,"Archduke Leopold of Austria, Prince of Tuscany","Archduke Leopold of Austria, Prince of Tuscany"
Q4786204,"Archibald Arthur","Archibald Arthur"
Q4792637,"Armand","Armand (photographer)"
Q4793362,"Sara Josephine Baker","Sara Josephine Baker"
Q4793474,"Sheila Cassidy","Sheila Cassidy"
Q4793529,"Armin Pavić","Armin Pavić"
Q4794228,"Sheila Sherlock","Sheila Sherlock"
Q4794438,"Arnaldo Orfila Reynal","Arnaldo Orfila Reynal"
Q4794802,"Patricia Baird","Patricia Baird"
Q4794841,"Arnis Balcus","Arnis Balčus"
Q4794937,"Arnold Akberg","Arnold Akberg"
Q4794967,"Arnold Boate","Arnold Boate"
Q4794968,"Arnold Boonen","Arnold Boonen"
Q4795016,"Arnold Demain","Arnold Demain"
Q4795018,"Arnold Drake","Arnold Drake"
Q4795255,"Arnold Short Bull","Arnold Short Bull"
Q4797050,"Art Satherley","Art Satherley"
Q4797914,"Arthur Bambridge","Arthur Bambridge"
Q4797967,"Arthur Beecher Carles","Arthur Beecher Carles"
Q4798061,"Arthur Bowie Chrisman","Arthur Bowie Chrisman"
Q4798063,"Arthur Boyd Houghton","Arthur Boyd Houghton"
Q4798116,"Arthur Bruhns","Arthur Bruhns"
Q4798118,"Arthur Bryant","Arthur Bryant"
Q4798236,"Arthur Charles Evans","Arthur Charles Evans"
Q4798307,"Arthur Collins","Arthur Collins (antiquarian)"
Q4798318,"Arthur Comyns Carr","Arthur Comyns Carr"
Q4798335,"Arthur Coquard","Arthur Coquard"
Q4798497,"Arthur Douglas Peppercorn","Arthur Douglas Peppercorn"
Q4798535,"Arthur E. Bryson","Arthur E. Bryson"
Q4798665,"Arthur Farre","Arthur Farre"
Q4798790,"Arthur Gaskin","Arthur Gaskin"
Q4798866,"Arthur Graeme West","Arthur Graeme West"
Q4798922,"Arthur Gunter","Arthur Gunter"
Q4799003,"Arthur Headlam","Arthur Headlam"
Q4799030,"Arthur Henry Bullen","Arthur Henry Bullen"
Q4799124,"Arthur Hopkins","Arthur Hopkins"
Q4799203,"Arthur J. Stone","Arthur J. Stone"
Q4799228,"Arthur James Grant","Arthur James Grant"
Q4799230,"Arthur James Mason","Arthur James Mason"
Q4799319,"Marcin Kątski","Marcin Kątski"
Q4799376,"Arthur Kleinman","Arthur Kleinman"
Q4799394,"Arthur Kreindler","Arthur Kreindler"
Q4799484,"Arthur Lehman Goodhart","Arthur Lehman Goodhart"
Q4799535,"Arthur Livingston","Arthur Livingston"
Q4799609,"Arthur M. Sackler","Arthur M. Sackler"
Q4799781,"Arthur Moule","Arthur Moule"
Q4799892,"Arthur P. Dempster","Arthur P. Dempster"
Q4800368,"Arthur Stewart Eve","Arthur Stewart Eve"
Q4800412,"Arthur Sze","Arthur Sze"
Q4800477,"Arthur Tooth","Arthur Tooth"
Q4800650,"Arthur West Haddan","Arthur West Haddan"
Q4800771,"Arthur Young","Arthur Young (divine)"
Q4801368,"Arto Melleri","Arto Melleri"
Q4801372,"Arto Sipinen","Arto Sipinen"
Q4801707,"Arturo Buzzi-Peccia","Arturo Buzzi-Peccia"
Q4801814,"Arturo Valenzuela","Arturo Valenzuela"
Q4801815,"Arturo Vivante","Arturo Vivante"
Q4802169,"Aruna Shields","Aruna Shields"
Q4802687,"Aryeh Neier","Aryeh Neier"
Q4803786,"Ascanio II Piccolomini","Ascanio II Piccolomini"
Q4804355,"Ash Amin","Ash Amin"
Q4805298,"Ashlee Vance","Ashlee Vance"
Q4805785,"Ashok Sekhar Ganguly","Ashok Sekhar Ganguly"
Q4806383,"T. B. Simatupang","T. B. Simatupang"
Q4806455,"Richard Genzer","Richard Genzer"
Q4808482,"Bert Keizer","Bert Keizer"
Q4811062,"Richard Seymour-Conway, 4th Marquess of Hertford","Richard Seymour-Conway, 4th Marquess of Hertford"
Q4811997,"Aswath Damodaran","Aswath Damodaran"
Q4812774,"Atanazy Miączyński","Atanazy Miączyński"
Q4813237,"Athanasios Psalidas","Athanasios Psalidas"
Q4815074,"Frances Theodora Parsons","Frances Theodora Parsons"
Q4815670,"Athos Bulcão","Athos Bulcão"
Q4818312,"Attia Hosain","Attia Hosain"
Q4819166,"Aubrey Newman","Aubrey Newman"
Q4819599,"Sünbül Efendi","Sünbül Efendi"
Q4820006,"Claudia Fontán","Claudia Fontán"
Q4820196,"Audrey Williams","Audrey Williams"
Q4820242,"Esko Ahonen","Esko Ahonen"
Q4820745,"August Kavel","August Kavel"
Q4821063,"Auguste Metz","Auguste Metz"
Q4821081,"Auguste Édouard Cerfberr","Auguste Édouard Cerfberr"
Q4821106,"Augustin Gottfried Ludwig Lentin","Augustin Gottfried Ludwig Lentin"
Q4821542,"Augustus Simon Frazer","Augustus Simon Frazer"
Q4821578,"Augustus Young","Augustus Young"
Q4822201,"Aurel Iancu","Aurel Iancu"
Q4822425,"Auro Roselli","Auro Roselli"
Q4822525,"Aurora Cáceres","Aurora Cáceres"
Q4823031,"Austin Coates","Austin Coates"
Q4828522,"Aviad Hacohen","Aviad Hacohen"
Q4828821,"Avigdor Cohen of Vienna","Avigdor Cohen of Vienna"
Q4829426,"Avraham Yaakov Finkel","Avraham Yaakov Finkel"
Q4830314,"Axel Liebmann","Axel Liebmann"
Q4830364,"Axel T. Brunger","Axel T. Brunger"
Q4830797,"Ayad Akhtar","Ayad Akhtar"
Q4831274,"Ayinde Bakare","Ayinde Bakare"
Q4831431,"Aylmer Haldane","Aylmer Haldane"
Q4833047,"Ali Emiri","Ali Amiri (historian)"
Q4834199,"B. S. Mardhekar","B. S. Mardhekar"
Q4840620,"Badarayana","Badarayana"
Q4841207,"Bae Su-ah","Bae Suah"
Q4843230,"Baij Nath Puri","Baij Nath Puri"
Q4845845,"Jan Ruml","Jan Ruml"
Q4847264,"Dan Evans","Dan Evans (tennis)"
Q4852616,"Baltasar Alamos de Barrientos","Baltasar Alamos de Barrientos"
Q4852628,"Baltasar del Alcázar","Baltasar del Alcázar"
Q4852651,"Balthasar I Moretus","Balthasar I Moretus"
Q4852665,"Balthazar Korab","Balthazar Korab"
Q4853935,"Banarasidas","Banarasidas"
Q4858829,"Barbara Cooney","Barbara Cooney"
Q4858846,"Barbara Czarniawska","Barbara Czarniawska"
Q4859232,"Barbara Probst","Barbara Probst"
Q4859287,"Barbara Scherler","Barbara Scherler"
Q4859309,"Barbara Sleigh","Barbara Sleigh"
Q4860816,"Isabella Henriette van Eeghen","Isabella Henriette van Eeghen"
Q4861627,"Barnett Freedman","Barnett Freedman"
Q4864226,"Barry Finnerty","Barry Finnerty"
Q4864315,"Barry Hines","Barry Hines"
Q4864421,"Barry Levinson","Barry Levinson (producer, born 1932)"
Q4864703,"Barry S. Brook","Barry S. Brook"
Q4865393,"Bartlett Cormack","Bartlett Cormack"
Q4865445,"Bartley Gorman","Bartley Gorman"
Q4865521,"Bartolomeo degli Organi","Bartolomeo degli Organi"
Q4865535,"Bartolommeo Salvestrini","Bartolommeo Salvestrini"
Q4867116,"Basil Blackshaw","Basil Blackshaw"
Q4867135,"Basil Chubb","Basil Chubb"
Q4867279,"Basil Willey","Basil Willey"
Q4874556,"Bayle St. John","Bayle St. John"
Q4877139,"Beatrice De Cardi","Beatrice de Cardi"
Q4877206,"Beatrice Warde","Beatrice Warde"
Q4879118,"Bedford Pim","Bedford Pim"
Q4879420,"Bedros Keresteciyan","Bedros Keresteciyan"
Q4881237,"Beilby Porteus","Beilby Porteus"
Q4885480,"Ben Crystal","Ben Crystal"
Q4885605,"Ben Enwonwu","Ben Enwonwu"
Q4885637,"Ben Fine","Ben Fine"
Q4885665,"Ben Fountain","Ben Fountain"
Q4885904,"Ben Iden Payne","Ben Iden Payne"
Q4886173,"Ben Mink","Ben Mink"
Q4886592,"Ben Turner","Ben Turner (politician)"
Q4886756,"Ben Zion Bokser","Ben-Zion Bokser"
Q4887220,"Benedetto Giovannelli","Benedetto Giovannelli"
Q4887369,"Benedictus van Haeften","Benedictus van Haeften"
Q4887388,"Pedro Madueño","Pedro Madueño"
Q4887826,"Bengt Nölting","Bengt Nölting"
Q4888229,"Luis Marquina","Luis Marquina"
Q4888476,"Benjamin Davis Wilson","Benjamin Davis Wilson"
Q4888494,"Benjamin Du Plan","Benjamin Du Plan"
Q4888627,"Benjamin Franklin DeCosta","Benjamin Franklin DeCosta"
Q4889110,"Benjamin Percy","Benjamin Percy"
Q4889224,"Benjamin Shwadran","Benjamin Shwadran"
Q4889250,"Benjamin Staern","Benjamin Staern"
Q4889313,"Benjamin Trumbull","Benjamin Trumbull"
Q4889428,"Benjamin Yavuzsoy","Benjamin Yavuzsoy"
Q4889630,"Bennet Langton","Bennet Langton"
Q4889668,"Quentin Roosevelt","Quentin Roosevelt"
Q4889934,"Benny Andrews","Benny Andrews"
Q4890502,"Susan Bassnett","Susan Bassnett"
Q4891072,"Victoria Camps","Victoria Camps"
Q4891945,"Arnau Bassa","Arnau Bassa"
Q4892006,"John Hayward","John Hayward (historian)"
Q4892657,"Carmen Karr","Carmen Karr"
Q4892755,"Salvador Moyà-Solà","Salvador Moyà-Solà"
Q4892920,"Bernard Beckerman","Bernard Beckerman"
Q4892987,"Bernard Chang","Bernard Chang"
Q4893077,"Bernard Drachman","Bernard Drachman"
Q4893165,"Bernard Gilmore","Bernard Gilmore"
Q4893272,"Montse Armengou Martín","Montse Armengou Martín"
Q4893304,"Bernard Jungmann","Bernard Jungmann"
Q4893331,"Bernard Kops","Bernard Kops"
Q4893657,"Bernard Smith","Bernard Smith (sailboat designer)"
Q4893693,"Bernard Taylor, Baron Taylor of Mansfield","Bernard Taylor, Baron Taylor of Mansfield"
Q4893860,"Bernardino Radi","Bernardino Radi"
Q4894066,"Bernd Schmitt","Bernd Schmitt"
Q4894178,"Bernhard Günter","Bernhard Günter"
Q4894188,"Bernhard Hoesli","Bernhard Hoesli"
Q4894603,"Bernt Petersen","Bernt Petersen"
Q4895021,"Maurice Kenny","Maurice Kenny"
Q4895274,"John Elliott","John Elliott (historian)"
Q4895300,"Bert Shefter","Bert Shefter"
Q4895511,"Bertha Putnam","Bertha Putnam"
Q4895538,"Berthe di Vito-Delvaux","Berthe di Vito-Delvaux"
Q4895702,"Bertil Näslund","Bertil Näslund"
Q4895751,"Bertram Brooker","Bertram Brooker"
Q4895794,"Bertram Lenox Simpson","Bertram Lenox Simpson"
Q4895798,"Bertram Mackennal","Bertram Mackennal"
Q4895801,"William Whipple Warren","William Whipple Warren"
Q4895902,"Bertrand de Loque","Bertrand de Loque"
Q4896036,"Toni Cucarella","Toni Cucarella"
Q4896071,"Beryl Gilroy","Beryl Gilroy"
Q4897458,"Beth Campbell","Beth Campbell"
Q4898166,"Beto Cuevas.","Beto Cuevas"
Q4898312,"Betsy Norden","Betsy Norden"
Q4898387,"Bette Bourne","Bette Bourne"
Q4898395,"Bette Greene","Bette Greene"
Q4898766,"Betty Bumpers","Betty Bumpers"
Q4898974,"Betty Skelton Erde","Betty Skelton"
Q4899591,"Beverly Malone","Beverly Malone"
Q4899747,"Bewick Bridge","Bewick Bridge"
Q4902188,"Bhupinder Singh","Bhupinder Singh (musician)"
Q4902845,"Regine Normann","Regine Normann"
Q4903010,"Bibhutibhushan Mukhopadhyay","Bibhutibhushan Mukhopadhyay"
Q4906750,"Héctor García Cobo","Héctor García Cobo"
Q4906791,"Horace Kephart","Horace Kephart"
Q4906954,"Daniel Gardner","Daniel Gardner"
Q4909073,"Bill Gairdner","Bill Gairdner"
Q4909115,"Bill Geist","Bill Geist"
Q4909586,"Bill Jacobson","Bill Jacobson"
Q4910245,"Bill Morgan","Bill Morgan (archivist)"
Q4910421,"Bill Palmer","Willard Palmer"
Q4911132,"Bill Thomas","Bill Thomas (writer)"
Q4912410,"Billy Cross","Billy Cross"
Q4913100,"Billy Nicholls","Billy Nicholls"
Q4913801,"Bina Agarwal","Bina Agarwal"
Q4915442,"Bipin Chandra Joshi","Bipin Chandra Joshi"
Q4917296,"Biserka Cvejić","Biserka Cvejić"
Q4918859,"Bithia Mary Croker","Bithia Mary Croker"
Q4919590,"Bjarte Hjelmeland","Bjarte Hjelmeland"
Q4919937,"Bjørn Sundquist","Bjørn Sundquist"
Q4924894,"Blanche Winogron","Blanche Winogron"
Q4925980,"Thant Myint-U","Thant Myint-U"
Q4926258,"Blessed Frowin","Frowin of Engelberg"
Q4926866,"Bliss Perry","Bliss Perry"
Q4931144,"Bo Persson","Bo Persson"
Q4931156,"Bo Rothstein","Bo Rothstein"
Q4931165,"Bo Schembechler","Bo Schembechler"
Q4931643,"Bob Alcivar","Bob Alcivar"
Q4932094,"Bob Cobbing","Bob Cobbing"
Q4932912,"Bob Jackson","Bob Jackson (priest)"
Q4933298,"Bob Mayer","Bob Mayer (author)"
Q4933972,"Bob Shoffner","Bob Shoffner"
Q4936707,"Greta Arwidsson","Greta Arwidsson"
Q4937641,"Carin Bartosch Edström","Carin Bartosch Edström"
Q4937838,"Bogumil Vošnjak","Bogumil Vošnjak"
Q4938839,"Julie Bertagna","Julie Bertagna"
Q4940821,"Emilia Broomé","Emilia Broomé"
Q4942315,"Bonnie Clearwater","Bonnie Clearwater"
Q4942437,"Bonnie Root","Bonnie Root"
Q4943601,"Malin Crépin","Malin Crépin"
Q4944366,"Charlotta Aurora De Geer","Charlotta Aurora De Geer"
Q4945336,"Boris Mordukhovich","Boris Mordukhovich"
Q4945362,"Boris Rankov","Boris Rankov"
Q4945575,"Astrid Dollis","Astrid Dövle Dollis Dahlgren"
Q4945608,"Dagmar Ebbesen","Dagmar Ebbesen"
Q4946519,"Lilian Ellis","Lilian Ellis"
Q4947866,"Maria Celestina Fernandes","Maria Celestina Fernandes"
Q4948398,"Emilia Fogelklou","Emilia Fogelklou"
Q4948602,"Johanna Marie Fosie","Johanna Marie Fosie"
Q4949556,"Helen Garner","Helen Garner"
Q4951517,"Madeleine Gustafsson","Madeleine Gustafsson (writer)"
Q4952089,"Catherine Hall","Catherine Hall"
Q4952852,"Bozidar Brazda","Bozidar Brazda"
Q4953656,"Helena Henschen","Helena Henschen"
Q4953760,"Bracy Clark","Bracy Clark"
Q4953832,"Farid F. Abraham","Farid F. Abraham"
Q4954045,"Brad Kearns","Brad Kearns"
Q4954736,"Bradford Perkins","Bradford Perkins (historian)"
Q4955103,"Mollie Hunter","Mollie Hunter"
Q4955105,"Rita Hunter","Rita Hunter"
Q4955600,"Philo Ikonya","Philo Ikonya"
Q4956239,"Brampton Gurdon","Brampton Gurdon (lecturer)"
Q4958637,"Fanny Ketter","Fanny Ketter"
Q4958871,"Melinda Kinnaman","Melinda Kinnaman"
Q4959862,"Klara Kristalova","Klara Kristalova"
Q4961974,"Li Xin","Li Xin (basketball)"
Q4962113,"Brett Clark","Brett Clark (sociologist)"
Q4963097,"Eliza Lynn Linton","Eliza Lynn Linton"
Q4963115,"Brian Black","Brian Black"
Q4963372,"Brian Clarke","Brian Clarke (artist)"
Q4963722,"Brian Farrell","Brian Farrell (broadcaster)"
Q4963923,"Brian Halligan","Brian Halligan"
Q4964518,"Brian Loader","Brian Loader"
Q4964609,"Brian Manning Delaney","Brian Manning Delaney"
Q4965104,"Brian Read","Brian Read"
Q4965143,"Brian Roberts","Brian Roberts (historian)"
Q4965224,"Brian Saunders","Brian Saunders (sound engineer)"
Q4965647,"Brian Wilshire","Brian Wilshire"
Q4966332,"Kopano Matlwa","Kopano Matlwa"
Q4966577,"Alexis","Alexis (poet)"
Q4967178,"Louise Michaëli","Louise Michaëli"
Q4967972,"Brij Bhushan Kabra","Brij Bhushan Kabra"
Q4968368,"Helena Munktell","Helena Munktell"
Q4969343,"Shima Niavarani","Shima Niavarani"
Q4972443,"Malin Persson Giolito","Malin Persson Giolito"
Q4973954,"Bronisław Koraszewski","Bronisław Koraszewski"
Q4974145,"Bronwyn Lea","Bronwyn Lea"
Q4974651,"Magdalena Ribbing","Magdalena Ribbing"
Q4975099,"Ingrid Robeyns","Ingrid Robeyns"
Q4976111,"Susanne Rydén","Susanne Rydén"
Q4976473,"Naima Sahlbom","Naima Sahlbom"
Q4976947,"Anna Sandström","Anna Sandström"
Q4977085,"Bruce Artwick","Bruce Artwick"
Q4977101,"Bruce Bairnsfather","Bruce Bairnsfather"
Q4977232,"Bruce Campbell","Bruce Campbell (ornithologist)"
Q4977418,"Bruce E. Cain","Bruce E. Cain"
Q4977687,"Martina von Schwerin","Martina von Schwerin"
Q4978009,"Bruce Metcalf","Bruce Metcalf"
Q4978290,"Shen Rong","Shen Rong"
Q4978377,"Bruce Tulgan","Bruce Tulgan"
Q4979273,"Bruno Klopfer","Bruno Klopfer"
Q4979691,"Countess Sophie Amalie of Nassau-Siegen","Countess Sophie Amalie of Nassau-Siegen"
Q4979958,"Bryan Avery","Bryan Avery"
Q4980297,"Bryan Patterson","Bryan Patterson"
Q4980592,"Rose Pastor Stokes","Rose Pastor Stokes"
Q4980866,"Ulrika von Strussenfelt","Ulrika von Strussenfelt"
Q4980993,"Richard Olaf Winstedt","Richard Olaf Winstedt"
Q4980999,"Brynjulf Blix","Brynjulf Blix"
Q4983620,"Liisa Tuomi","Liisa Tuomi"
Q4984055,"Edith Unnerstad","Edith Unnerstad"
Q4984314,"Marja-Liisa Vartio","Marja-Liisa Vartio"
Q4984829,"Buddy Burton","Buddy Burton"
Q4990332,"Margaret Wertheim","Margaret Wertheim"
Q4990819,"Mirka Yemendzakis","Mirka Yemendzakis"
Q4992298,"Johan Frederik Clemens","Johan Frederik Clemens"
Q4992372,"Julia Schacht","Julia Schacht"
Q4992658,"Fredrik August Dahlgren","Fredrik August Dahlgren"
Q4992713,"John William Fletcher","John William Fletcher"
Q4993047,"Richard William Church","Richard William Church"
