ID, Label, Wikipedia
Q23,"George Washington","George Washington"
Q42,"Douglas Adams","Douglas Adams"
Q1868,"Paul Otlet","Paul Otlet"
Q207,"George W. Bush","George W. Bush"
Q297,"Diego Velázquez","Diego Velázquez"
Q368,"Augusto Pinochet","Augusto Pinochet"
Q501,"Charles Baudelaire","Charles Baudelaire"
Q619,"Nicolaus Copernicus","Nicolaus Copernicus"
Q633,"Neil Young","Neil Young"
Q747,"Pierre Corneille","Pierre Corneille"
Q815,"Gabriel Gonzáles Videla","Gabriel González Videla"
Q853,"Andrei Tarkovsky","Andrei Tarkovsky"
Q859,"Plato","Plato"
Q873,"Meryl Streep","Meryl Streep"
Q946,"Donald Tusk","Donald Tusk"
Q997,"Andrei Sakharov","Andrei Sakharov"
Q1056,"Italo Balbo","Italo Balbo"
Q1058,"Narendra Modi","Narendra Modi"
Q1149,"Indira Gandhi","Indira Gandhi"
Q1151,"Hector Berlioz","Hector Berlioz"
Q1228,"Oscar Luigi Scalfaro","Oscar Luigi Scalfaro"
Q1253,"Ban Ki-moon","Ban Ki-moon"
Q1254,"Kofi Annan","Kofi Annan"
Q1276,"Leonard Cohen","Leonard Cohen"
Q1317,"Osama bin Laden","Osama bin Laden"
Q1325,"Friedrich Hayek","Friedrich Hayek"
Q1330,"José Joaquín Prieto","José Joaquín Prieto"
Q1416,"Otho","Otho"
Q1421,"Titus","Titus"
Q1511,"Richard Wagner","Richard Wagner"
Q1526,"Ramesses I","Ramesses I"
Q1638,"Primo Nebiolo","Primo Nebiolo"
Q1812,"Gordian III","Gordian III"
Q1956,"Hermann Maier","Hermann Maier"
Q2105,"Jacques Chirac","Jacques Chirac"
Q2185,"Georges Pompidou","Georges Pompidou"
Q2190,"Coluche","Coluche"
Q2496,"Ludwig Erhard","Ludwig Erhard"
Q2518,"Helmut Kohl","Helmut Kohl"
Q2567,"Richard von Weizsäcker","Richard von Weizsäcker"
Q2610,"Willi Stoph","Willi Stoph"
Q2677,"Wilhelm II","Wilhelm II, German Emperor"
Q3036,"Mack Wilberg","Mack Wilberg"
Q3098,"Georg Henrik Lybecker","Georg Lybecker"
Q3260,"Hubert Clifford","Hubert Clifford"
Q3319,"Yukiko Kobayashi","Yukiko Kobayashi"
Q3374,"Anne-Sophie Mutter","Anne-Sophie Mutter"
Q3547,"Franciszek Karpiński","Franciszek Karpiński"
Q3671,"Justin Chadwick","Justin Chadwick"
Q4009,"Ramesses IX","Ramesses IX"
Q4128,"Louis Aragon","Louis Aragon"
Q4153,"George Bournoutian","George Bournoutian"
Q4261,"Michel Platini","Michel Platini"
Q4267,"Adémar de Chabannes","Adémar de Chabannes"
Q4270,"Tom DeLonge","Tom DeLonge"
Q4318,"Theopompus","Theopompus"
Q4328,"Alberich of Reims","Alberich of Reims"
Q4441,"Emily Dickinson","Emily Dickinson"
Q4489,"Stefanie Heinzmann","Stefanie Heinzmann"
Q4491,"Anna Faris","Anna Faris"
Q4496,"Mitt Romney","Mitt Romney"
Q4498,"Beatritz de Dia","Comtessa de Dia"
Q4671,"Matthew Kneale","Matthew Kneale"
Q4700,"Claude Debussy","Claude Debussy"
Q4761,"Ernst Mielck","Ernst Mielck"
Q4762,"Roy Budd","Roy Budd"
Q5170,"Blondel de Nesle","Blondel de Nesle"
Q5198,"Walter of Châtillon","Walter of Châtillon"
Q5233,"François-Édouard Picot","François-Édouard Picot"
Q5280,"Laurent Mourguet","Laurent Mourguet"
Q5351,"William IX, Duke of Aquitaine","William IX, Duke of Aquitaine"
Q5380,"Robert de Boron","Robert de Boron"
Q5383,"David Bowie","David Bowie"
Q5454,"Isabella Teotochi Albrizzi","Isabella Teotochi Albrizzi"
Q5571,"Andrea del Sarto","Andrea del Sarto"
Q5580,"Albrecht Dürer","Albrecht Dürer"
Q5586,"Katsushika Hokusai","Hokusai"
Q5594,"Antonello da Messina","Antonello da Messina"
Q5630,"Fulcher of Chartres","Fulcher of Chartres"
Q5659,"Conon de Béthune","Conon de Béthune"
Q5664,"Fra Angelico","Fra Angelico"
Q5670,"Abu Nuwas","Abu Nuwas"
Q5676,"Matsuo Bashō","Matsuo Bashō"
Q5721,"Philippe Pétain","Philippe Pétain"
Q5811,"Masaccio","Masaccio"
Q5816,"Mao Zedong","Mao Zedong"
Q5921,"Chuck Berry","Chuck Berry"
Q5959,"Quintus Curtius Rufus","Quintus Curtius Rufus"
Q6105,"Hebe Camargo","Hebe Camargo"
Q6512,"Søren Kierkegaard","Søren Kierkegaard"
Q6950,"Tess Gerritsen","Tess Gerritsen"
Q7186,"Marie Curie","Marie Curie"
Q7197,"Simone de Beauvoir","Simone de Beauvoir"
Q7235,"Sophocles","Sophocles"
Q7249,"Agnes Pockels","Agnes Pockels"
Q7336,"Otto Frank","Otto Frank"
Q7339,"Margot Frank","Margot Frank"
Q7346,"John Coltrane","John Coltrane"
Q7487,"Dorothy Hodgkin","Dorothy Hodgkin"
Q7546,"Ingmar Bergman","Ingmar Bergman"
Q7728,"Grazia Deledda","Grazia Deledda"
Q7789,"Ambrogio Bergognone","Ambrogio Bergognone"
Q7996,"Ivan the Terrible","Ivan the Terrible"
Q8404,"John I of France","John I of France"
Q8413,"Constantine the Great","Constantine the Great"
Q8479,"Peter the Great","Peter the Great"
Q8511,"Lorenzo di Credi","Lorenzo di Credi"
Q8739,"Archimedes","Archimedes"
Q8797,"Aemilius Macer","Aemilius Macer"
Q8814,"Augustin-Louis Cauchy","Augustin-Louis Cauchy"
Q8820,"Lucius Varius Rufus","Lucius Varius Rufus"
Q8948,"Arnošt Muka","Arnošt Muka"
Q9348,"Parmigianino","Parmigianino"
Q9372,"Sima Qian","Sima Qian"
Q9458,"Muhammad","Muhammad"
Q9513,"A. P. J. Abdul Kalam","A. P. J. Abdul Kalam"
Q9543,"Salman Khan","Salman Khan"
Q9554,"martin lutego","Martin Luther"
Q9588,"Richard Nixon","Richard Nixon"
Q9671,"Michael Schumacher","Michael Schumacher"
Q10007,"Zhengde Emperor","Zhengde Emperor"
Q10494,"Alain Prost","Alain Prost"
Q11079,"Muḥammad ibn Jābir al-Ḥarrānī al-Battānī","Al-Battani"
Q11124,"Stephen Breyer","Stephen Breyer"
Q11270,"Fulgencio Batista","Fulgencio Batista"
Q11509,"Xanana Gusmão","Xanana Gusmão"
Q11605,"Adele Goldberg","Adele Goldberg (computer scientist)"
Q11608,"Anne Hutchinson","Anne Hutchinson"
Q11735,"Michael Spindelegger","Michael Spindelegger"
Q11812,"Thomas Jefferson","Thomas Jefferson"
Q11881,"John Tyler","John Tyler"
Q11891,"James K. Polk","James K. Polk"
Q12087,"Austregésilo de Athayde","Austregésilo de Athayde"
Q12325,"James Buchanan","James Buchanan"
Q12349,"Inna","Inna"
Q12628,"Kálmán Kalocsay","Kálmán Kalocsay"
Q12773,"Julio Baghy","Julio Baghy"
Q12827,"Beth Ditto","Beth Ditto"
Q12844,"Bertilo Wennergren","Bertilo Wennergren"
Q12871,"Simon the Zealot","Simon the Zealot"
Q12889,"Detlev Blanke","Detlev Blanke"
Q12890,"Franko Luin","Franko Luin"
Q12903,"Hisashi Inoue","Hisashi Inoue"
Q12904,"Jan Stanisław Skorupski","Jan Stanisław Skorupski"
Q12922,"Pierre-Alain Muet","Pierre-Alain Muet"
Q12971,"Leopold I","Leopold I of Belgium"
Q13020,"Tivadar Soros","Tivadar Soros"
Q13888,"Luchino Visconti","Luchino Visconti"
Q14042,"Willy Moon","Willy Moon"
Q14045,"Moby","Moby"
Q14049,"Spencer Fullerton Baird","Spencer Fullerton Baird"
Q14277,"William Herschel","William Herschel"
Q14307,"Nicolas Leblanc","Nicolas Leblanc"
Q14430,"Ignacy Daszyński","Ignacy Daszyński"
Q14524,"Charles Messier","Charles Messier"
Q14655,"Pelagius","Pelagius of Asturias"
Q14974,"Vladimir the Great","Vladimir the Great"
Q14989,"Léon Delacroix","Léon Delacroix"
Q14999,"Gaston Eyskens","Gaston Eyskens"
Q15024,"Donald Tsang","Donald Tsang"
Q15145,"José Batlle y Ordóñez","José Batlle y Ordóñez"
Q15414,"Robert Elias Fries","Robert Elias Fries"
Q15469,"William John Hamilton","William John Hamilton"
Q15615,"Lil Wayne","Lil Wayne"
Q15803,"Simon Jenko","Simon Jenko"
Q15904,"Milan Jesih","Milan Jesih"
Q15944,"Walter Breisky","Walter Breisky"
Q15948,"Émile Durkheim","Émile Durkheim"
Q15975,"Montesquieu","Montesquieu"
Q15983,"Charly Gaul","Charly Gaul"
Q16019,"Wolfgang Schäuble","Wolfgang Schäuble"
Q16285,"Mario Benedetti","Mario Benedetti"
Q16389,"Charles K. Kao","Charles K. Kao"
Q16397,"Bruce Lee","Bruce Lee"
Q16628,"Wen Jiabao","Wen Jiabao"
Q16766,"Andy Lau","Andy Lau"
Q16867,"Edgar Allan Poe","Edgar Allan Poe"
Q16996,"Vsevolod Solovyov","Vsevolod Solovyov"
Q17131,"Pontius Pilatus","Pontius Pilate"
Q17892,"Sappho","Sappho"
Q17893,"John Clayton","John Clayton (botanist)"
Q18427,"Eckhard Bick","Eckhard Bick"
Q18436,"Émile Boirac","Émile Boirac"
Q18448,"Osmo Buller","Osmo Buller"
Q18449,"Montagu C. Butler","Montagu C. Butler"
Q18809,"Anatoly Lunacharsky","Anatoly Lunacharsky"
Q18920,"Steve Jablonsky","Steve Jablonsky"
Q19009,"Edwin Mattison McMillan","Edwin McMillan"
Q19054,"Matteo Bandello","Matteo Bandello"
Q19061,"William Painter","William Painter (author)"
Q19175,"Arthur Percival","Arthur Percival"
Q19198,"Chester Bennington","Chester Bennington"
Q19469,"George Mikes","George Mikes"
Q19837,"Steve Jobs","Steve Jobs"
Q19943,"Juan Carlos I","Juan Carlos I of Spain"
Q20018,"George Biddell Airy","George Biddell Airy"
Q20430,"Sergey Kapitsa","Sergey Kapitsa"
Q20717,"Sebastian Ingrosso","Sebastian Ingrosso"
Q20882,"Gustave Eiffel","Gustave Eiffel"
Q20894,"Robert Esnault-Pelterie","Robert Esnault-Pelterie"
Q20951,"Élisée Reclus","Élisée Reclus"
Q21556,"Mercedes Valdivieso","Mercedes Valdivieso"
Q21901,"Josephine Cochrane","Josephine Cochrane"
Q22513,"Zhu De","Zhu De"
Q22522,"Christopher Fettes","Christopher Fettes"
Q23261,"Hideaki Anno","Hideaki Anno"
Q23358,"Stanley Bruce","Stanley Bruce"
Q23437,"William Hirstein","William Hirstein"
Q23517,"Ricky Gervais","Ricky Gervais"
Q23685,"Jimmy Carter","Jimmy Carter"
Q23766,"Ebenezer Howard","Ebenezer Howard"
Q23880,"Lila Downs","Lila Downs"
Q23884,"Lou Costello","Lou Costello"
Q24150,"Anthon van Rappard","Anthon van Rappard"
Q24211,"Aloys Thomas Raimund","Aloys Thomas Raimund, Count Harrach"
Q24218,"Nick Cave","Nick Cave (performance artist)"
Q24263,"Helena Antonia","Helena Antonia"
Q24278,"Thomas E. Gaddis","Thomas E. Gaddis"
Q24311,"Richard Meinertzhagen","Richard Meinertzhagen"
Q24829,"Orson Welles","Orson Welles"
Q25014,"John Cleese","John Cleese"
Q25033,"Harry Valérien","Harry Valérien"
Q25034,"Adalbert I, Duke of Teck","Adalbert I, Duke of Teck"
Q25078,"Terry Gilliam","Terry Gilliam"
Q25088,"Muhammad al-Jawad","Muhammad al-Jawad"
Q25144,"Kevin Spacey","Kevin Spacey"
Q25147,"Franco Battiato","Franco Battiato"
Q25162,"Fabio Fazio","Fabio Fazio"
Q25672,"Alexander von Benckendorff","Alexander von Benckendorff"
Q25679,"Richard Bona","Richard Bona"
Q25693,"Pieter Helbert Damsté","Pieter Helbert Damsté"
Q25770,"Juliana Hatfield","Juliana Hatfield"
Q25817,"David Eisenbud","David Eisenbud"
Q25942,"Walther Klemm","Walther Klemm"
Q25973,"Hermann Hesse","Hermann Hesse"
Q26322,"Carol Greider","Carol W. Greider"
Q26636,"David Giuntoli","David Giuntoli"
Q26763,"Tom Schilling","Tom Schilling"
Q26806,"Danny DeVito","Danny DeVito"
Q26876,"Taylor Swift","Taylor Swift"
Q26879,"Melvil Dewey","Melvil Dewey"
Q26931,"Evaristo Felice Dall'Abaco","Evaristo Felice Dall'Abaco"
Q27182,"Rachida Dati","Rachida Dati"
Q27322,"Jason Lewis","Jason Lewis (actor)"
Q27820,"Lucien Gaudin","Lucien Gaudin"
Q27913,"Friedrich Paulsen","Friedrich Paulsen"
Q28310,"Scott Adkins","Scott Adkins"
Q28328,"Arno Peters","Arno Peters"
Q28348,"Nicky Hopkins","Nicky Hopkins"
Q28542,"Alvin Eliot Roth","Alvin E. Roth"
Q28626,"Draco","Draco (lawgiver)"
Q28836,"John Burdon-Sanderson","John Burdon-Sanderson"
Q28899,"Diponegoro","Diponegoro"
Q28900,"John George Kemeny","John G. Kemeny"
Q28921,"Hanna Schygulla","Hanna Schygulla"
Q29031,"Charles Oman","Charles Oman"
Q29073,"Gaétan Vestris","Gaétan Vestris"
Q29086,"Matthew Lillard","Matthew Lillard"
Q29194,"J. Horace Round","J. Horace Round"
Q29196,"Yayi Boni","Thomas Boni Yayi"
Q29250,"Bill Murray","Bill Murray"
Q29300,"Girolamo Parabosco","Girolamo Parabosco"
Q29473,"Pietro Metastasio","Pietro Metastasio"
Q29544,"Delia Derbyshire","Delia Derbyshire"
Q29612,"Louise Johnson","Louise Johnson"
Q30449,"Avril Lavigne","Avril Lavigne"
Q30769,"Sophus Lie","Sophus Lie"
Q30865,"Eike Batista","Eike Batista"
Q31129,"Queen Paola of Belgium","Queen Paola of Belgium"
Q31152,"Hilde Hildebrand","Hilde Hildebrand"
Q31161,"Andreas Libavius","Andreas Libavius"
Q31215,"Miloš Crnjanski","Miloš Crnjanski"
Q31722,"Jean-Louis Lefebvre de Cheverus","Jean-Louis Lefebvre de Cheverus"
Q31806,"Sat-Okh","Sat-Okh"
Q31959,"Pat Martino","Pat Martino"
Q31984,"William Kennedy","William Kennedy (author)"
Q32024,"Sergey Shoygu","Sergey Shoygu"
Q32732,"Malala Yousafzai","Malala Yousafzai"
Q33083,"Marie-Jeanne L'Héritier","Marie-Jeanne L'Héritier"
Q33866,"Theodore Roosevelt","Theodore Roosevelt"
Q34282,"Alberto Vaquina","Alberto Vaquina"
Q34286,"Alexander Graham Bell","Alexander Graham Bell"
Q34430,"Pierre Edmond Boissier","Pierre Edmond Boissier"
Q34460,"Gwyneth Paltrow","Gwyneth Paltrow"
Q34624,"Giovanni Gabrieli","Giovanni Gabrieli"
Q34969,"Benjamin Franklin","Benjamin Franklin"
Q35155,"Thomas Pynchon","Thomas Pynchon"
Q35678,"Benjamin Harrison","Benjamin Harrison"
Q35733,"Velimir Khlebnikov","Velimir Khlebnikov"
Q35912,"Emmy Rossum","Emmy Rossum"
Q36105,"Charles Bronson","Charles Bronson"
Q36150,"Sergei Lebedev","Sergey Lebedev (politician)"
Q36476,"Denzil Ibbetson","Denzil Ibbetson"
Q36760,"David IV of Georgia","David IV of Georgia"
Q36804,"Eazy-E","Eazy-E"
Q37001,"Toshirō Mifune","Toshiro Mifune"
Q37062,"John VIII Palaiologos","John VIII Palaiologos"
Q37064,"Alexander Fleming","Alexander Fleming"
Q37193,"Robert Koch","Robert Koch"
Q37278,"John Paul I","Pope John Paul I"
Q37355,"John Michael Talbot","John Michael Talbot"
Q37370,"Klaus Ebner","Klaus Ebner"
Q37562,"Donatello","Donatello"
Q37615,"Luciano Pavarotti","Luciano Pavarotti"
Q37628,"Mila Kunis","Mila Kunis"
Q37682,"Sejong the Great","Sejong the Great"
Q38203,"Helen Keller","Helen Keller"
Q38257,"Enya","Enya"
Q38351,"A. O. Scott","A. O. Scott"
Q38484,"Romano Prodi","Romano Prodi"
Q38573,"Walter Jens","Walter Jens"
Q39224,"Hoodie Allen","Hoodie Allen"
Q39259,"Recep Tayyip Erdoğan","Recep Tayyip Erdoğan"
Q39301,"Wilfried Dietrich","Wilfried Dietrich"
Q39378,"Radovan Zogović","Radovan Zogović"
Q39595,"Ptolemy IV Philopator","Ptolemy IV Philopator"
Q39672,"Matt Sorum","Matt Sorum"
Q39691,"Johann Ludwig Burckhardt","Johann Ludwig Burckhardt"
Q39805,"Maria Kulle","Maria Kulle"
Q39978,"Nostradamus","Nostradamus"
Q39987,"Ann Brashares","Ann Brashares"
Q40064,"Blythe Danner","Blythe Danner"
Q40103,"Toby Stephens","Toby Stephens"
Q40662,"John the Baptist","John the Baptist"
Q40670,"Henryk Ehrlich","Henryk Ehrlich"
Q40722,"Dilma Rousseff","Dilma Rousseff"
Q40852,"Edward Jenner","Edward Jenner"
Q40874,"Doris Lessing","Doris Lessing"
Q40933,"Eva Perón","Eva Perón"
Q40946,"Daniel Defoe","Daniel Defoe"
Q41148,"Martin Scorsese","Martin Scorsese"
Q41421,"Michael Jordan","Michael Jordan"
Q41508,"Ludwig Mies van der Rohe","Ludwig Mies van der Rohe"
Q41580,"Axel Munthe","Axel Munthe"
Q41590,"Mircea Eliade","Mircea Eliade"
Q41683,"Thucydides","Thucydides"
Q41778,"Åsmund Forfang","Åsmund Forfang"
Q41921,"Rosa Parks","Rosa Parks"
Q41980,"Democritus","Democritus"
Q42156,"Henri Bergson","Henri Bergson"
Q42180,"Israel Kamakawiwoʻole","Israel Kamakawiwoʻole"
Q42552,"Wisława Szymborska","Wisława Szymborska"
Q42731,"Fernando Torres","Fernando Torres"
Q42838,"Leif Erikson","Leif Erikson"
Q42930,"Dustin Hoffman","Dustin Hoffman"
Q42985,"Ivan Pavlov","Ivan Pavlov"
Q43264,"Manoel de Oliveira","Manoel de Oliveira"
Q43392,"David E. Aspnes","David E. Aspnes"
Q43522,"Antonie van Leeuwenhoek","Antonie van Leeuwenhoek"
Q43527,"Sitting Bull","Sitting Bull"
Q43689,"Ambrose","Ambrose"
Q43715,"Vlad Tepes","Vlad the Impaler"
Q43761,"Christoph Süß","Christoph Süß"
Q43768,"Heinz Zemanek","Heinz Zemanek"
Q43775,"Black Hawk","Black Hawk (artist)"
Q43855,"Bence Szabolcsi","Bence Szabolcsi"
Q43890,"Norbert Gastell","Norbert Gastell"
Q43922,"Leo XIII","Pope Leo XIII"
Q43932,"Angus Young","Angus Young"
Q43945,"Jude the Apostle","Jude the Apostle"
Q43961,"Hedwig of Saxony","Hedwig of Saxony"
Q44032,"Egon Schiele","Egon Schiele"
Q44039,"Ludwig II of Bavaria","Ludwig II of Bavaria"
Q44131,"Werner Herzog","Werner Herzog"
Q44274,"Jörg Haider","Jörg Haider"
Q44281,"Ignatius of Loyola","Ignatius of Loyola"
Q44286,"Rudolf Mössbauer","Rudolf Mössbauer"
Q44340,"Uli Hoeneß","Uli Hoeneß"
Q44383,"Tarcisio Bertone","Tarcisio Bertone"
Q44412,"Hans Christian Ørsted","Hans Christian Ørsted"
Q44507,"Edmund Stoiber","Edmund Stoiber"
Q44534,"Tiziano Terzani","Tiziano Terzani"
Q44555,"Crazy Horse","Crazy Horse"
Q44575,"Eduardo Galeano","Eduardo Galeano"
Q44601,"François Guichardin","Francesco Guicciardini"
Q44616,"Wyatt Earp","Wyatt Earp"
Q44624,"Peter Canisius","Peter Canisius"
Q44647,"Otfried Preußler","Otfried Preußler"
Q44652,"Christian Morgenstern","Christian Morgenstern"
Q44653,"Malcolm Young","Malcolm Young"
Q44738,"Itzik Feffer","Itzik Feffer"
Q44741,"Francisco Pizarro","Francisco Pizarro"
Q44771,"Günther Beckstein","Günther Beckstein"
Q44842,"Giovanni Battista Re","Giovanni Battista Re"
Q44911,"Joseph Maria Olbrich","Joseph Maria Olbrich"
Q44927,"Joseph Lanner","Joseph Lanner"
Q44972,"Peter Altenberg","Peter Altenberg"
Q45001,"Blind Lemon Jefferson","Blind Lemon Jefferson"
Q45006,"Franz Stuck","Franz Stuck"
Q45105,"Oswald von Wolkenstein","Oswald von Wolkenstein"
Q45111,"John R. Neill","John R. Neill"
Q45113,"Moses Schönfinkel","Moses Schönfinkel"
Q45141,"Friedrich Wilhelm Raiffeisen","Friedrich Wilhelm Raiffeisen"
Q45221,"Herbert Achternbusch","Herbert Achternbusch"
Q45253,"Shinji Sōmai","Shinji Sōmai"
Q45260,"Hans Kohlhase","Hans Kohlhase"
Q45278,"Johann Michael Sailer","Johann Michael Sailer"
Q45294,"Eugen Roth","Eugen Roth"
Q45305,"Barys Kit","Barys Kit"
Q45346,"Fernando de Buen y Lozano","Fernando de Buen y Lozano"
Q45371,"Werner Thissen","Werner Thissen"
Q45383,"Frank Zander","Frank Zander"
Q45387,"Roberto Blanco","Roberto Blanco"
Q45415,"Rudolph Moshammer","Rudolph Moshammer"
Q45439,"Seth Bullock","Seth Bullock"
Q45562,"Gustav Pick","Gustav Pick"
Q45579,"Marie des Anges","Marianna Fontanella"
Q45610,"Acker Bilk","Acker Bilk"
Q45765,"Jack London","Jack London"
Q45766,"Mario Gómez","Mario Gómez"
Q45827,"Stephanie Szostak","Stéphanie Szostak"
Q45857,"Willy Kurant","Willy Kurant"
Q45979,"Behramji Malabari","Behramji Malabari"
Q46087,"Anouk","Anouk (singer)"
Q46259,"Kim Il-yeop","Kim Iryeop"
Q46479,"Zarah Leander","Zarah Leander"
Q46677,"Melissa Benoist","Melissa Benoist"
Q46750,"Valerian","Valerian (emperor)"
Q46830,"Robert Hooke","Robert Hooke"
Q46846,"Valentinian II","Valentinian II"
Q46868,"I. M. Pei","I. M. Pei"
Q46930,"Khaled Mashal","Khaled Mashal"
Q47120,"David Oistrakh","David Oistrakh"
Q47122,"Enrique Iglesias","Enrique Iglesias"
Q47149,"Sylvester I","Pope Sylvester I"
Q47185,"Anne Anderson","Anne Anderson (illustrator)"
Q47243,"Elfriede Jelinek","Elfriede Jelinek"
Q47516,"Pierre Littbarski","Pierre Littbarski"
Q47529,"Kim Hwang-sik","Kim Hwang-sik"
Q47561,"Ivo Andrić","Ivo Andrić"
Q47664,"Catherine Zeta-Jones","Catherine Zeta-Jones"
Q48145,"Kirill Meretskov","Kirill Meretskov"
Q48149,"Fyodor Tolbukhin","Fyodor Tolbukhin"
Q48246,"Ernst Haeckel","Ernst Haeckel"
Q48280,"Marianne Faithfull","Marianne Faithfull"
Q48379,"Stephen Booth","Stephen Booth (writer)"
Q48544,"Cosimo de' Medici","Cosimo de' Medici"
Q48589,"Zenta Mauriņa","Zenta Mauriņa"
Q48602,"Andrea Riccardi","Andrea Riccardi"
Q48684,"Francisco Javier de Elío","Francisco Javier de Elío"
Q48775,"Mordechai Vanunu","Mordechai Vanunu"
Q48900,"Ludovico Ariosto","Ludovico Ariosto"
Q48965,"Carl Wernicke","Carl Wernicke"
Q48996,"Randy Brecker","Randy Brecker"
Q49080,"Isaak Babel","Isaac Babel"
Q49214,"Dan Quayle","Dan Quayle"
Q49216,"Walter Mondale","Walter Mondale"
Q49355,"James Bryant Conant","James Bryant Conant"
Q49356,"Ira Remsen","Ira Remsen"
Q49388,"Georg Friedrich Haas","Georg Friedrich Haas"
Q49448,"Robert Nivelle","Robert Nivelle"
Q49492,"Michael Chekhov","Michael Chekhov"
Q49618,"James Rhyne Killian","James Rhyne Killian"
Q49698,"Johann Alexander Döderlein","Johann Alexander Döderlein"
Q49715,"Adam Neuser","Adam Neuser"
Q49744,"Victor Horta","Victor Horta"
Q49752,"Pierre de Ronsard","Pierre de Ronsard"
Q49767,"François-René de Chateaubriand","François-René de Chateaubriand"
Q49941,"Ilona Staller","Ilona Staller"
Q50041,"Nozomu Tamaki","Nozomu Tamaki"
Q50185,"Louis Couperin","Louis Couperin"
Q50186,"François Couperin","François Couperin"
Q50656,"Zacharie Astruc","Zacharie Astruc"
Q50661,"Kaya Yanar","Kaya Yanar"
Q50825,"Stan Ridgway","Stan Ridgway"
Q50926,"Zita of Bourbon-Parma","Zita of Bourbon-Parma"
Q51002,"Jerry Rawlings","Jerry Rawlings"
Q51139,"Alvin Stardust","Alvin Stardust"
Q51448,"Harald Glööckler","Harald Glööckler"
Q51490,"George Stevens","George Stevens"
Q51519,"Alan J. Pakula","Alan J. Pakula"
Q51584,"Gustav Leonhardt","Gustav Leonhardt"
Q51749,"Ursula Sladek","Ursula Sladek"
Q51753,"Elias Boudinot","Elias Boudinot"
Q51765,"Kuno von Klebelsberg","Kuno von Klebelsberg"
Q52249,"Colette Audry","Colette Audry"
Q52255,"Emma Donoghue","Emma Donoghue"
Q52354,"Elmer McCollum","Elmer McCollum"
Q52878,"Gustaf VI Adolf of Sweden","Gustaf VI Adolf of Sweden"
Q52927,"Charles XIV John of Sweden","Charles XIV John of Sweden"
Q52928,"Charles XIII of Sweden","Charles XIII of Sweden"
Q52939,"Charles IX of Sweden","Charles IX of Sweden"
Q52968,"Erik Gustaf Boström","Erik Gustaf Boström"
Q53015,"Luigi Comencini","Luigi Comencini"
Q53044,"Elio Petri","Elio Petri"
Q53111,"Miloš Kopecký","Miloš Kopecký"
Q53120,"Dylan McDermott","Dylan McDermott"
Q53294,"Arvid Lindman","Arvid Lindman"
Q53325,"Arthur Ashe","Arthur Ashe"
Q53443,"Bolesław V the Chaste","Bolesław V the Chaste"
Q53444,"Frederick Augustus I of Saxony","Frederick Augustus I of Saxony"
Q53451,"John I Albert","John I Albert"
Q53454,"John III Sobieski","John III Sobieski"
Q53560,"Tommy Haas","Tommy Haas"
Q53680,"Jeff Daniels","Jeff Daniels"
Q53701,"Axel Pehrsson-Bramstorp","Axel Pehrsson-Bramstorp"
Q53747,"Göran Persson","Göran Persson"
Q53783,"Enver Hoxha","Enver Hoxha"
Q54010,"Mieszko IV Tanglefoot","Mieszko I Tanglefoot"
Q54022,"Stanisław Leszczyński","Stanisław Leszczyński"
Q54054,"Władysław IV Vasa","Władysław IV Vasa"
Q54386,"Infanta Elena, Duchess of Lugo","Infanta Elena, Duchess of Lugo"
Q54716,"Karl Gussow","Karl Gussow"
Q55163,"Robert Altman","Robert Altman"
Q55198,"Alexander Dovzhenko","Alexander Dovzhenko"
Q55207,"Nikita Mikhalkov","Nikita Mikhalkov"
Q55211,"Mohsen Makhmalbaf","Mohsen Makhmalbaf"
Q55366,"Bogusław Linda","Bogusław Linda"
Q55402,"Yasujirō Ozu","Yasujirō Ozu"
Q55405,"Bimal Roy","Bimal Roy"
Q55409,"Mehboob Khan","Mehboob Khan"
Q55415,"Leni Riefenstahl","Leni Riefenstahl"
Q55426,"Glauber Rocha","Glauber Rocha"
Q55450,"Aldo Fabrizi","Aldo Fabrizi"
Q55453,"Augusto Genina","Augusto Genina"
Q55718,"Krystyna Feldman","Krystyna Feldman"
Q55720,"Sarah, Duchess of York","Sarah, Duchess of York"
Q55722,"Chintaman Vinayak Vaidya","Chintaman Vinayak Vaidya"
Q55761,"Irena Kwiatkowska","Irena Kwiatkowska"
Q55769,"Pandurang Sadashiv Sane","Pandurang Sadashiv Sane"
Q55789,"Jan Twardowski","Jan Twardowski"
Q55797,"Mariele Ventre","Mariele Ventre"
Q55835,"Ryszard Kaczorowski","Ryszard Kaczorowski"
Q55838,"Stanisław Ostrowski","Stanisław Ostrowski"
Q55915,"Włodzimierz Cimoszewicz","Włodzimierz Cimoszewicz"
Q55924,"Józef Oleksy","Józef Oleksy"
Q55937,"Roman Giertych","Roman Giertych"
Q55942,"Jerzy Hausner","Jerzy Hausner"
Q55964,"Anna Löwenstein","Anna Löwenstein"
Q55988,"Félicien Menu de Ménil","Félicien Menu de Ménil"
Q56093,"Blake Edwards","Blake Edwards"
Q56102,"Eudoxia Woodward","Eudoxia Woodward"
Q56185,"Ida Rolf","Ida Rolf"
Q56220,"Ivo Sanader","Ivo Sanader"
Q56228,"Bruno the Great","Bruno the Great"
Q56635,"John Lloyd Stephens","John Lloyd Stephens"
Q56705,"Aleksander Chodźko","Aleksander Chodźko"
Q56783,"Henry Krtschil","Henry Krtschil"
Q57067,"Max von Laue","Max von Laue"
